,cleaned_body,compound_score,pos_score,neu_score,neg_score
2441,considering air new zealand premium economy option waste money flown class provider without concern spaceseat uncomfortable worst ergonomic design wife ever experienced foot rest poor reclining tilt option poor head rest design spaceseat provides place put thing except glass case drink bottle book etc go floor overhead locker diagonal configuration creates number problem need twist odd angle watch video screen extend arm end close prevents leaving seat without disturbing person next video remote located seat elbow result easy activate function attempting sleep chance uncomfortable managed turn screen overhead light call flight attendant trying sleep motor bike lock huge chain appreciate seat belt design air nz staff good food wine seat felt spend hour rack castle dungeon warned go economy buy seat two,0.2663,0.176,0.689,0.135
2442,sky couch foot inch really waste time extra seat two u get comfortable flight get sleeping position sky couch rendered virtually useless seat front fully recline reduce seating space dramatically two set people side plane sky couch neither used made mistake booking sky couch rather exit row would better cheaper option u air new zealand pack extra seat economy reduces width seat may make uncomfortable journey wide people,-0.0662,0.107,0.782,0.111
2443,close toilet mean disturbance trying sleep queuing random bumping crew passenger light toilet contribute slightly le recline due partition wall behind,-0.3818,0.0,0.885,0.115
2444,new refit air nz horrific experience long haul narrowest seat least legroom measured le room smaller air asia seat reclined cannot see ptv screen angle wrong guy next half top isle seat kept awake entire trip people bumping people behind banging back rest impossible recline right top person behind nightmare trip jet lag day advice travel aircraft long haul flight,-0.8074,0.053,0.803,0.145
2445,fairly frequent flyer many different airline uncomfortable flight ever experienced little seat width leg room worst seat offer absolutely lumber lower back support chose stand back plane min flight give self relief discomfort,-0.7334,0.13,0.603,0.268
2446,premium economy auckland lax best long haul flight experienced scored upgrade paid business way back although ability sleep actual bed overnight flight real plus found lot le personal space business compared premium economy downside fly economy class auckland adelaide single class plane literally get seat time hour flight leg became numb concerned longer locked position would lead serious health issue unable point foot upwards locked splayed position whilst seated imagine would coped hour flight position,0.4215,0.079,0.852,0.069
2447,trans tasman economy class seating tight think every aircraft small space absolutely leg room male pax front reclines meal service wearing video screen end inch,0.0,0.0,1.0,0.0
2448,fly often usually qantas gold virgin australia last trip day ago needed fast direct flight chose air new zealand paid extra exit row air new zealand upscale budget airline cost everything yet still charge premium fare seat although plenty leg room narrow ever remembered past narrow airline fly hard contact person beside big people recline almost existent seat pouch beside window making hard person aisle disappointed thought average airline,-0.5994,0.0,0.918,0.082
2449,specific air new zealand skycouch believe sale job website notion paying premium price two adult three seat able lay joke would accommodate adult marketed adult family lay long haul flight frustratingly cramped expectation set marketing make worse flight attendant obviously dealt started apologizing took lhr lax known something wrong lhr ground staff look u eye asked skycouch seating shame air new zealand,-0.886,0.031,0.777,0.192
2450,flight cook island auckland uncomfortable seat ever traveled armrest incline added comfort seat empty next inclination practically nil trying grab wink impossible due pitch forward nodding,-0.2263,0.084,0.769,0.147
2451,put row seat front reclined effective space disappeared intolerable ask straighten seat risk incident temperature part plane hot back plane freezing air control regulate personal comfort yet found seat claustrophobic restricting degree worse older plane layout six foot passenger next knee splayed restricting available space,-0.7269,0.099,0.657,0.243
2452,worst flight ever hour cramped uncomfortable paid person guaranteed empty seat next u cabin staff ignored woke find someone sitting empty seat pointed staff move guy front fidgeting moving tv cm front dinner much cattle class sardine class,-0.891,0.0,0.717,0.283
2453,flew london initially outbound economy seat nice comfy downside seat person front reclines tv screen inch made incredibly uncomfortable journey return trip tried skycouch adult travelling much improvement depending use reclined seat back put bed mode u fine girlfriend happy upright isle seat allowed lay across seat extra width lovely made far comfortable journey even girlfriend able put foot people front recline giving u space problem would still exist screen close think people lay side side seat front reclined would make like coffin person saying turn laying would highly recommend paying bit extra sitting laying option generally comfort flying anz journey booked hard shell space seat see improves journey could find fault rest airline staff entertainment food first class hence flying,0.9702,0.231,0.69,0.079
